Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Chất liệu dây (product.metafields.custom.bandmaterial),Màu mặt số (product.metafields.custom.casecolor),discount (product.metafields.custom.discount),Hình dạng mặt số (product.metafields.custom.faceshape),Kích thước mặt số (product.metafields.custom.facesize),Giới tính (product.metafields.custom.gender),Màu dây (product.metafields.custom.m_u_d_y),Product Table Data (product.metafields.custom.product_table_data),product_views (product.metafields.custom.product_views),qty (product.metafields.custom.qty),yty (product.metafields.custom.yty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band color (product.metafields.shopify.band-color),Bracelet design (product.metafields.shopify.bracelet-design),Carry options (product.metafields.shopify.carry-options),Case color (product.metafields.shopify.case-color),Clasp type (product.metafields.shopify.clasp-type),Closure type (product.metafields.shopify.closure-type),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dial color (product.metafields.shopify.dial-color),Earring design (product.metafields.shopify.earring-design),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear frame shape (product.metafields.shopify.eyewear-frame-shape),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lens coating (product.metafields.shopify.lens-coating),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Necklace design (product.metafields.shopify.necklace-design),Occasion style (product.metafields.shopify.occasion-style),Optical frame design (product.metafields.shopify.optical-frame-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Wallet features (product.metafields.shopify.wallet-features),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
ferragamo-1927-chrono-sfkz00826,Đồng Hồ Nam 1927 Chrono,"<p><b>1927 Chrono</b> mang đến hình ảnh người đàn ông điềm tĩnh và bản lĩnh. Thiết kế hài hòa giúp đồng hồ phù hợp nhiều hoàn cảnh. Giá trị được giữ vững.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKZ00826</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 42 mm</li>
<li>Màu mặt số: đen</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây da màu đen</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"42 mm, 5ATM, Dây da, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKZ00826,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00826_1.png?v=1781885284,1,"",false,FERRAGAMO Đồng Hồ Nam 1927 Chrono SFKZ00826 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam 1927 Chrono FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây da,Đen,,Mặt tròn,42 mm,Nam,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-1927-chrono-sfkz00826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00826_2.png?v=1781885285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00826_3.png?v=1781885285,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00826_4.png?v=1781885285,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00926,Đồng Hồ Nam 1927 Chrono,"<p><b>1927 Chrono</b> mang phong thái mạnh mẽ nhưng điềm đạm. Trải nghiệm đeo chắc chắn giúp bạn luôn kiểm soát nhịp sống. Một lựa chọn đáng tin cậy.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKZ00926</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 42 mm</li>
<li>Màu mặt số: xanh dương</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: </li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"42 mm, 5ATM, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKZ00926,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00926_1.png?v=1781885284,1,"",false,FERRAGAMO Đồng Hồ Nam 1927 Chrono SFKZ00926 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam 1927 Chrono FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,,Xanh Dương,,Mặt tròn,42 mm,Nam,Xanh Dương,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-1927-chrono-sfkz00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00926_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00926_3.png?v=1781885283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00926_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz01126,Đồng Hồ Nam 1927 Chrono,"<p><b>1927 Chrono</b> phù hợp với người đàn ông yêu sự bền bỉ hơn hào nhoáng. Thiết kế tinh giản giúp đồng hồ giữ được giá trị. Một lựa chọn đáng tin cậy.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKZ01126</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 42 mm</li>
<li>Màu mặt số: xanh lá</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu xanh lá</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"42 mm, 5ATM, Dây kim loại, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKZ01126,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ01126_1.png?v=1781885285,1,"",false,FERRAGAMO Đồng Hồ Nam 1927 Chrono SFKZ01126 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam 1927 Chrono FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Xanh Lá,,Mặt tròn,42 mm,Nam,Xanh Lá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-1927-chrono-sfkz01126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ01126_2.png?v=1781885285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz01126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ01126_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz01126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ01126_4.png?v=1781885285,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00126,Đồng Hồ Nữ Gancini Twisted,"<p><b>Gancini Twisted</b> phản ánh phong thái nữ tính hiện đại nhưng chín chắn. Cảm giác đeo thoải mái giúp bạn linh hoạt trong mọi khoảnh khắc. Một phụ kiện mang tính ổn định.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNN00126</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 23 mm</li>
<li>Màu mặt số: trắng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"23 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNN00126,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00126_1.png?v=1781885281,1,"",false,FERRAGAMO Đồng Hồ Nữ Gancini Twisted SFNN00126 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Gancini Twisted FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Trắng,,Mặt tròn,23 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-gancini-twisted-sfnn00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00126_2.png?v=1781885282,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00126_3.png?v=1781885283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00126_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00226,Đồng Hồ Nữ Gancini Twisted,"<p><b>Gancini Twisted</b> thể hiện phong thái thanh lịch được duy trì lâu dài. Thiết kế tinh giản giúp chiếc đồng hồ không bị lỗi mốt. Phụ kiện phản ánh lối sống chọn lọc.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNN00226</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 23 mm</li>
<li>Màu mặt số: trắng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại 2 màu vàng và bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"23 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNN00226,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00226_1.png?v=1781885284,1,"",false,FERRAGAMO Đồng Hồ Nữ Gancini Twisted SFNN00226 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Gancini Twisted FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Trắng,,Mặt tròn,23 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-gancini-twisted-sfnn00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00226_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00226_3.png?v=1781885283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00226_4.png?v=1781885283,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00326,Đồng Hồ Nữ Gancini Twisted,"<p><b>Gancini Twisted</b> dành cho người phụ nữ yêu sự thanh lịch mang tính lâu dài. Cảm giác đeo nhẹ tay tạo nên sự tự tin khi sử dụng hàng ngày. Một phụ kiện phản ánh lối sống tinh tế.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNN00326</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng hồng</li>
<li>Đường kính: 23 mm</li>
<li>Màu mặt số: vàng hồng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại 2 màu vàng hồng và bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"23 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNN00326,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00326_1.png?v=1781885283,1,"",false,FERRAGAMO Đồng Hồ Nữ Gancini Twisted SFNN00326 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Gancini Twisted FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Hồng,,Mặt tròn,23 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-gancini-twisted-sfnn00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00326_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00326_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00326_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00426,Đồng Hồ Nữ Gancini Twisted,"<p><b>Gancini Twisted</b> mang nét nữ tính hiện đại được tiết chế tinh tế. Cảm giác đeo dễ chịu giúp bạn linh hoạt trong mọi khoảnh khắc. Một phụ kiện đồng hành đáng tin cậy.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNN00426</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 23 mm</li>
<li>Màu mặt số: vàng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu vàng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"23 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNN00426,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00426_1.png?v=1781885284,1,"",false,FERRAGAMO Đồng Hồ Nữ Gancini Twisted SFNN00426 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Gancini Twisted FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Vàng Gold,,Mặt tròn,23 mm,Nữ,Vàng Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-gancini-twisted-sfnn00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00426_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00426_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-gancini-twisted-sfnn00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNN00426_4.png?v=1781885283,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00126,Đồng Hồ Nữ Double Gancini New,"<p><b>Double Gancini New</b> dành cho người phụ nữ trân trọng sự chọn lọc. Thiết kế hài hòa giúp đồng hồ luôn phù hợp với nhiều phong cách. Vẻ đẹp được thể hiện qua sự tinh tế.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNP00126</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 19 mm</li>
<li>Màu mặt số: Bạc</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"19 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNP00126,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00126_1.png?v=1781885279,1,"",false,FERRAGAMO Đồng Hồ Nữ Double Gancini New SFNP00126 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Double Gancini New FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Bạc,,Mặt tròn,19 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-double-gancini-new-sfnp00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00126_2.png?v=1781885280,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00126_3.png?v=1781885282,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00126_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00226,Đồng Hồ Nữ Double Gancini New,"<p><b>Double Gancini New</b> mang lại cảm giác nhẹ nhàng nhưng đầy chiều sâu. Cảm giác đeo thoải mái giúp bạn tập trung vào trải nghiệm sống. Phụ kiện dành cho người phụ nữ trân trọng chất lượng.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNP00226</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 19 mm</li>
<li>Màu mặt số: Vàng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu vàng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"19 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNP00226,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00226_1.png?v=1781885281,1,"",false,FERRAGAMO Đồng Hồ Nữ Double Gancini New SFNP00226 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Double Gancini New FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Vàng Gold,,Mặt tròn,19 mm,Nữ,Vàng Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
